,glob_loss,glob_acc,local_loss,local_acc
0,2.426850501507521,9.78576,"[2.2130656242370605, 3.0900044441223145, 2.1084611415863037, 3.4193661212921143, 2.2354955673217773, 2.4324381351470947, 2.3984017372131348, 1.7030013799667358, 2.0364370346069336, 2.625332832336426]","[0.5, 0.0, 2.3, 0.0, 1.0, 0.0, 0.1, 88.6, 6.7, 0.0]"
1,2.333958061361313,12.708415,"[2.0154218673706055, 2.752207040786743, 2.1847217082977295, 2.8739030361175537, 2.1439621448516846, 2.4503676891326904, 2.2794950008392334, 2.396476984024048, 2.0702710151672363, 2.1901302337646484]","[41.9, 1.1, 9.8, 2.4, 14.0, 0.2, 1.1, 18.1, 29.8, 7.6]"
2,2.445265367853642,12.92433,"[2.1702423095703125, 2.6522698402404785, 2.5171685218811035, 2.7942848205566406, 2.2845165729522705, 2.6244351863861084, 2.5459983348846436, 2.5619828701019287, 2.1765689849853516, 2.1479620933532715]","[15.2, 10.1, 0.0, 8.6, 6.0, 0.5, 0.5, 34.1, 36.9, 17.1]"
3,2.4392963058829307,11.799555000000002,"[2.1821413040161133, 2.569941520690918, 2.5186266899108887, 2.814857244491577, 2.2417430877685547, 2.622877836227417, 2.5394482612609863, 2.4609787464141846, 2.3445546627044678, 2.1194684505462646]","[12.6, 1.5, 0.0, 0.1, 4.3, 0.0, 0.0, 43.1, 35.2, 21.1]"
4,2.33688368537426,13.445565,"[2.059917449951172, 2.5286519527435303, 2.3227035999298096, 2.6878652572631836, 2.121204376220703, 2.5021235942840576, 2.35095477104187, 2.528874397277832, 2.2580678462982178, 2.0318946838378906]","[37.3, 0.0, 0.0, 0.0, 8.5, 0.4, 0.5, 27.0, 27.9, 31.7]"
5,2.2880387127041817,13.897314999999999,"[2.1598117351531982, 2.3583950996398926, 2.2794291973114014, 2.5324108600616455, 2.0887670516967773, 2.4226372241973877, 2.3608691692352295, 2.3307301998138428, 2.2657217979431152, 2.096334218978882]","[22.5, 0.3, 0.7, 0.0, 33.5, 0.0, 0.0, 14.9, 13.4, 52.0]"
6,2.265177400350571,17.332165,"[2.022671699523926, 2.4091572761535645, 2.3380043506622314, 2.458369016647339, 2.0367727279663086, 2.4295289516448975, 2.3431203365325928, 2.371603488922119, 2.134810209274292, 2.1271865367889404]","[66.9, 0.2, 5.4, 0.1, 53.7, 0.2, 0.1, 1.8, 17.1, 25.0]"
7,2.2531279776334765,20.725009999999997,"[2.0904290676116943, 2.3411943912506104, 2.3020215034484863, 2.490633964538574, 2.0283288955688477, 2.3903586864471436, 2.343191385269165, 2.339498281478882, 2.145486354827881, 2.076981544494629]","[35.5, 0.0, 0.0, 0.0, 88.1, 0.0, 0.0, 0.0, 22.7, 57.8]"
8,2.2499879107594487,20.163375000000002,"[1.9771702289581299, 2.362771987915039, 2.3453540802001953, 2.4708220958709717, 2.0557637214660645, 2.4606127738952637, 2.3338260650634766, 2.386009931564331, 2.065441370010376, 2.064682960510254]","[87.5, 0.1, 0.0, 0.0, 61.0, 0.0, 0.1, 0.0, 14.7, 34.6]"
9,2.243908659851551,23.752740000000003,"[2.06904935836792, 2.3517086505889893, 2.295667886734009, 2.472670316696167, 2.0068705081939697, 2.4244885444641113, 2.3445565700531006, 2.3498451709747314, 2.1181979179382324, 2.025843381881714]","[40.8, 0.0, 0.3, 0.0, 92.3, 0.0, 0.0, 0.0, 25.1, 75.4]"
10,2.2410415183007717,24.332785,"[1.9543102979660034, 2.3686084747314453, 2.3466796875, 2.4750773906707764, 2.0395359992980957, 2.452658176422119, 2.3424880504608154, 2.410144567489624, 2.016873836517334, 2.0282492637634277]","[94.1, 0.0, 0.0, 0.0, 69.9, 0.0, 0.0, 0.0, 22.6, 52.5]"
