,glob_loss,glob_acc,local_loss,local_acc
0,2.497205972671509,9.84,"[2.4646546840667725, 2.482882261276245, 2.4819061756134033, 2.497872829437256, 2.50836181640625, 2.493546962738037, 2.476022958755493, 2.5254197120666504, 2.523852825164795, 2.5175395011901855]","[9.8, 10.6, 9.3, 8.9, 9.2, 8.0, 10.5, 9.1, 12.0, 11.0]"
1,1.7290676832199097,35.95,"[1.73123300075531, 1.7428783178329468, 1.722055435180664, 1.692365288734436, 1.7077785730361938, 1.73430335521698, 1.7380918264389038, 1.7400728464126587, 1.7663452625274658, 1.7155529260635376]","[36.8, 33.9, 36.0, 39.0, 35.1, 34.6, 35.6, 38.7, 34.1, 35.7]"
2,1.4295492053031922,42.29,"[1.417782187461853, 1.4432319402694702, 1.424275279045105, 1.411179542541504, 1.415897250175476, 1.4578779935836792, 1.4428170919418335, 1.4455453157424927, 1.4423844814300537, 1.394500970840454]","[40.0, 42.9, 42.5, 44.9, 43.7, 43.0, 42.0, 43.4, 40.1, 40.4]"
3,1.1955533266067506,45.949999999999996,"[1.187880516052246, 1.192421317100525, 1.1820930242538452, 1.1726492643356323, 1.1867749691009521, 1.193105936050415, 1.2076663970947266, 1.2167754173278809, 1.2278943061828613, 1.1882721185684204]","[44.8, 46.5, 48.3, 48.8, 47.1, 42.7, 45.1, 47.1, 43.7, 45.4]"
4,0.950941526889801,46.77,"[0.9465864300727844, 0.9340362548828125, 0.9526432156562805, 0.9337944388389587, 0.938105046749115, 0.9617995619773865, 0.9728206992149353, 0.9724476933479309, 0.9846542477607727, 0.9125276803970337]","[45.2, 47.9, 48.5, 48.2, 49.9, 44.2, 45.6, 48.9, 44.6, 44.7]"
5,0.6782901465892791,48.61,"[0.6646941304206848, 0.6727373003959656, 0.6838910579681396, 0.6439713835716248, 0.6868128776550293, 0.696772038936615, 0.6867018342018127, 0.6993643641471863, 0.701033890247345, 0.6469225883483887]","[48.7, 49.9, 48.8, 49.6, 51.1, 46.1, 47.3, 50.4, 46.5, 47.7]"
6,0.4679414123296738,48.46000000000001,"[0.4523480534553528, 0.46136292815208435, 0.4667258858680725, 0.45111748576164246, 0.47471529245376587, 0.479119211435318, 0.4902063012123108, 0.4730871319770813, 0.4880887567996979, 0.44264307618141174]","[49.4, 50.4, 47.8, 48.6, 51.9, 46.9, 48.3, 50.3, 45.8, 45.2]"
7,0.33771923184394836,48.260000000000005,"[0.31917211413383484, 0.327557772397995, 0.34806856513023376, 0.34061703085899353, 0.3306303918361664, 0.36064037680625916, 0.3446943163871765, 0.3507951498031616, 0.3476676642894745, 0.30734893679618835]","[48.4, 49.5, 47.5, 49.4, 50.8, 46.7, 47.5, 49.5, 47.1, 46.2]"
8,0.225912344455719,47.10000000000001,"[0.20604901015758514, 0.21912269294261932, 0.22389784455299377, 0.218153715133667, 0.2345784455537796, 0.23310087621212006, 0.23604290187358856, 0.22031140327453613, 0.25810202956199646, 0.2097645252943039]","[47.9, 46.9, 46.7, 49.2, 50.3, 45.2, 45.9, 48.0, 45.3, 45.6]"
9,0.14671306535601616,47.870000000000005,"[0.1158130094408989, 0.148737832903862, 0.14493894577026367, 0.14341209828853607, 0.14112086594104767, 0.16535329818725586, 0.1669149249792099, 0.14997892081737518, 0.14848609268665314, 0.1423746645450592]","[46.7, 50.7, 47.6, 49.3, 49.7, 45.2, 47.5, 48.8, 46.2, 47.0]"
10,0.09846896007657052,48.49000000000001,"[0.09186024963855743, 0.0928049385547638, 0.10844331979751587, 0.08783974498510361, 0.09108437597751617, 0.10702437162399292, 0.1080864891409874, 0.10465637594461441, 0.10392653197050095, 0.08896320313215256]","[48.9, 49.2, 48.2, 48.8, 49.8, 46.7, 47.5, 49.9, 48.7, 47.2]"
11,0.06824020706117154,47.900000000000006,"[0.05703413486480713, 0.07297711819410324, 0.07144835591316223, 0.07692723721265793, 0.06787464767694473, 0.07159952819347382, 0.07065927982330322, 0.05978645011782646, 0.06808792054653168, 0.06600739806890488]","[47.6, 48.2, 48.9, 49.5, 49.9, 46.1, 47.4, 48.6, 45.9, 46.9]"
