,glob_loss,glob_acc,local_loss,local_acc
0,2.3576231133401393,10.077135,"[2.1501078605651855, 2.5635476112365723, 2.2769100666046143, 3.066082239151001, 2.3824191093444824, 2.4435062408447266, 2.4515938758850098, 1.7998327016830444, 2.278791666030884, 2.1658923625946045]","[4.6, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 95.0, 0.1, 2.0]"
1,2.3121498816728594,12.400819999999998,"[2.0692083835601807, 2.392793655395508, 2.3588016033172607, 2.8446452617645264, 2.2157416343688965, 2.3063666820526123, 2.5293662548065186, 2.1595656871795654, 2.0808393955230713, 2.1731154918670654]","[47.5, 0.0, 0.0, 0.0, 6.8, 0.1, 0.0, 15.7, 31.1, 21.4]"
2,2.3162631883382794,12.290094999999999,"[2.1199698448181152, 2.4800357818603516, 2.366399049758911, 2.808988571166992, 2.1638400554656982, 2.3949806690216064, 2.583003282546997, 2.059467077255249, 2.095083713531494, 2.102154016494751]","[20.4, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 55.3, 27.2, 17.5]"
3,2.310838228940964,11.786795000000001,"[2.179260492324829, 2.416898727416992, 2.414273977279663, 2.769239902496338, 2.137763738632202, 2.27549147605896, 2.5130770206451416, 2.2145819664001465, 2.0615687370300293, 2.134178876876831]","[1.9, 0.0, 0.0, 0.0, 13.1, 0.0, 0.0, 1.6, 87.0, 13.7]"
4,2.3103631581425663,13.20271,"[2.161982536315918, 2.495130777359009, 2.3457934856414795, 2.722277879714966, 2.1390109062194824, 2.403214693069458, 2.4863545894622803, 2.1062331199645996, 2.180802822113037, 2.074097156524658]","[1.5, 0.0, 0.0, 0.0, 9.3, 0.0, 0.0, 36.9, 0.8, 82.6]"
5,2.3118246411323544,13.607054999999999,"[2.1885764598846436, 2.4140374660491943, 2.4199485778808594, 2.761087656021118, 2.069279193878174, 2.268846273422241, 2.5169103145599365, 2.2845301628112793, 2.062913656234741, 2.1416540145874023]","[0.0, 0.0, 0.0, 0.0, 61.4, 0.0, 0.0, 0.0, 70.9, 2.7]"
6,2.3112651435494422,10.443394999999999,"[2.125723361968994, 2.5286173820495605, 2.360060930252075, 2.652578592300415, 2.141737699508667, 2.4317593574523926, 2.505211591720581, 2.1697185039520264, 2.1905765533447266, 2.0216753482818604]","[0.8, 0.0, 0.0, 0.0, 1.9, 0.0, 0.0, 0.5, 0.0, 99.6]"
7,2.314796363139153,10.423565,"[2.1682944297790527, 2.3481996059417725, 2.4978749752044678, 2.7954494953155518, 2.090160846710205, 2.237309217453003, 2.4888012409210205, 2.346775770187378, 1.9981689453125, 2.1859898567199707]","[0.0, 0.0, 0.0, 0.0, 5.9, 0.0, 0.0, 0.0, 98.1, 0.0]"
8,2.311891657423973,10.17015,"[2.202596426010132, 2.546780824661255, 2.338884115219116, 2.5880095958709717, 2.132357597351074, 2.4789562225341797, 2.500272750854492, 2.1794636249542236, 2.2338674068450928, 1.9339320659637451]","[0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 100.0]"
9,2.3191179982423784,10.015,"[2.175227642059326, 2.2980711460113525, 2.503659725189209, 2.7757890224456787, 2.105517864227295, 2.2276597023010254, 2.492800235748291, 2.4232747554779053, 1.8917276859283447, 2.305276393890381]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0]"
